ISO_code,Vaccine,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MWI,DTP3,0.58,0.64,0.52,0.63,0.54,0.58,0.59,0.53,0.73,0.88,0.8,0.81,0.86,0.91,0.98,0.97,0.9,0.95,0.96,0.85,0.75,0.9,0.64,0.84,0.89,0.93,0.99,0.87,0.91,0.93,0.93,0.97,0.96,0.89,0.91,0.88
MYS,DTP3,0.67,0.66,0.73,0.58,0.54,0.57,0.62,0.69,0.68,0.84,0.9,0.92,0.94,0.91,0.95,0.94,0.94,0.95,0.94,0.93,0.95,0.97,0.96,0.99,0.94,0.95,0.9,0.9,0.96,0.95,0.95,0.95,0.99,0.97,0.97,0.99
MDV,DTP3,,0.01,0.01,,0.24,0.28,0.42,0.42,0.86,0.91,0.94,0.98,0.98,0.9,0.96,0.94,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.96,0.96,0.99,0.99,0.99,0.99
MLI,DTP3,,,,,,0.08,0.03,0.08,0.18,0.26,0.42,0.34,0.38,0.46,0.39,0.49,0.53,0.52,0.56,0.47,0.54,0.61,0.74,0.79,0.86,0.95,0.95,0.91,0.99,0.89,0.92,0.88,0.9,0.76,0.81,0.9
MLT,DTP3,,,,,0.5,0.37,0.86,,0.87,0.47,0.63,0.86,0.82,0.83,,0.92,0.92,,0.92,,0.94,0.7,0.95,0.94,0.89,0.92,0.85,0.74,0.72,0.73,0.76,0.96,0.99,0.99,0.99,0.97
MHL,DTP3,,,,,,,,,0.92,,0.92,0.71,0.82,0.56,0.67,0.7,0.78,0.78,0.86,0.66,0.39,0.73,0.8,0.68,0.64,0.77,0.74,0.93,,0.96,0.94,,0.8,0.36,0.78,0.85
MRT,DTP3,,0.18,,,,,0.11,0.1,0.24,0.28,0.33,0.29,0.39,0.44,0.5,0.5,0.5,0.28,,0.26,0.31,0.61,0.83,0.76,0.7,0.71,0.68,0.75,0.74,0.64,0.64,0.75,0.8,0.8,0.84,0.73
MUS,DTP3,0.89,0.82,0.94,0.89,0.85,0.88,0.86,0.84,0.86,0.85,0.85,,0.88,,0.89,0.93,0.89,0.9,0.89,0.85,0.88,0.93,,0.99,0.98,0.97,0.97,0.97,0.99,0.99,0.99,0.98,0.98,0.98,0.97,0.97
MEX,DTP3,0.44,0.43,0.4,0.41,0.52,0.4,0.34,0.62,0.6,0.65,0.53,0.88,0.91,0.82,0.91,0.91,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.96,0.95,0.95,0.97,0.99,0.83,0.87,0.87
FSM,DTP3,,,,,,,,0.57,0.85,0.95,0.85,0.79,,0.78,0.81,0.83,,0.75,0.8,0.76,0.85,0.75,,0.92,0.78,0.94,0.67,0.79,,0.91,0.85,0.84,0.81,0.81,0.78,0.72
MCO,DTP3,,,,,,,,,0.99,0.99,0.99,0.98,0.98,,0.99,0.99,,,,0.99,,,0.99,,,,,,,,,,,,,
MNG,DTP3,0.76,0.99,0.79,0.79,0.77,0.83,0.85,0.69,0.7,0.84,0.69,0.81,0.64,0.79,0.78,0.88,0.9,0.92,0.94,0.94,0.95,0.95,0.98,0.98,0.99,0.99,0.99,0.95,0.96,0.95,0.96,0.99,0.99,0.98,0.99,0.99
MNE,DTP3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.92,0.95,0.92,0.94,0.95,0.94,0.94,0.91,0.89
MAR,DTP3,,0.43,0.32,0.41,0.45,0.51,0.54,0.85,0.82,0.8,0.81,0.81,0.87,0.86,0.87,0.9,0.95,0.94,0.93,0.91,0.95,0.96,0.94,0.91,0.97,0.98,0.97,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
MOZ,DTP3,,0.56,0.43,0.38,0.32,0.29,0.32,0.39,0.38,0.47,0.46,0.46,0.5,0.49,0.55,0.57,0.6,0.61,0.77,0.81,0.88,0.8,0.84,0.85,0.65,0.75,0.98,0.75,0.8,0.76,0.74,0.76,0.76,0.78,0.88,0.8
MMR,DTP3,0.04,0.05,0.09,0.11,0.12,0.16,0.37,0.28,0.36,0.5,0.69,0.84,0.87,0.9,0.77,0.84,0.88,0.9,0.9,0.73,0.82,0.78,0.77,0.77,0.82,0.73,0.82,0.86,0.85,0.9,0.9,0.86,0.84,0.75,0.88,0.89
NAM,DTP3,,,,,,,,,,0.38,0.59,0.87,0.7,0.73,0.79,0.74,0.7,0.66,0.74,0.72,0.79,0.63,0.77,0.92,0.81,0.86,0.74,0.86,0.83,0.83,0.83,0.82,0.84,0.89,0.88,0.92
NRU,DTP3,,,,,0.67,0.67,,0.55,0.67,0.75,0.74,,,,,0.56,,0.5,0.72,0.64,0.44,0.95,0.8,,0.8,0.8,0.72,0.99,0.99,0.99,0.99,0.99,0.79,,0.75,0.91
NPL,DTP3,0.08,0.16,0.18,0.28,0.27,0.32,0.38,0.46,0.75,0.72,0.8,0.74,0.72,0.68,0.63,0.65,0.75,0.78,0.76,0.76,0.8,0.72,0.72,0.78,0.8,0.75,0.89,0.82,0.82,0.89,0.82,0.92,0.9,0.92,0.92,0.91
NLD,DTP3,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.96,0.95
NZL,DTP3,0.76,0.72,0.73,0.73,0.83,0.72,0.7,0.67,0.69,,0.9,0.81,0.81,,0.84,0.89,,0.86,0.81,0.88,0.9,0.9,,,,0.89,0.89,0.88,0.89,0.92,0.93,0.95,0.93,0.92,0.93,0.92
NIC,DTP3,0.16,0.23,0.27,0.24,0.33,0.39,0.45,0.51,0.47,0.68,0.7,0.75,0.7,0.78,0.74,0.84,0.91,0.94,0.86,0.9,0.93,0.92,0.85,0.86,0.79,0.86,0.88,0.99,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99
NER,DTP3,,0.06,,,,,0.05,,0.09,0.13,0.35,0.39,0.37,0.38,0.39,0.42,0.32,0.33,0.25,0.24,0.25,0.31,0.21,0.52,0.62,0.89,0.99,0.78,0.89,0.93,0.92,0.97,0.96,0.92,0.93,0.9
NGA,DTP3,,,,,0.05,0.09,0.16,0.21,0.36,0.47,0.56,0.39,0.43,0.29,0.44,0.34,0.26,0.21,0.21,,0.38,,,,0.38,0.38,0.72,0.69,0.57,0.71,0.74,0.61,0.57,0.65,0.7,0.74
NIU,DTP3,0.07,0.08,,,0.43,,,0.99,0.99,0.99,,0.99,,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,0.99,0.85,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,0.99
NOR,DTP3,,,,0.9,0.9,0.85,0.83,0.8,0.83,0.83,0.86,0.96,0.98,0.94,0.93,0.97,0.97,0.95,,,0.9,0.91,0.93,0.92,0.92,0.91,0.94,0.93,0.94,0.94,0.93,0.94,0.95,0.94,0.93,0.95
OMN,DTP3,0.18,0.19,0.24,0.31,0.45,0.6,0.82,0.89,0.9,0.98,0.98,0.95,0.99,0.97,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.98,0.99,0.99,0.98,0.98,0.99,0.99
PAK,DTP3,0.02,0.03,0.05,0.15,0.44,0.3,0.56,0.62,0.64,0.73,0.83,0.81,0.78,0.74,0.64,0.58,0.77,0.74,0.79,0.8,0.78,0.76,0.68,0.67,0.65,0.8,0.83,0.83,0.73,0.85,0.88,0.89,0.89,0.66,0.7,0.75
PLW,DTP3,,,,,,,0.98,0.81,0.99,0.78,0.99,0.98,0.93,0.89,0.67,0.99,0.98,0.91,0.96,0.96,0.96,,0.99,,0.98,0.98,0.98,0.94,0.92,0.49,0.69,0.84,0.89,0.99,0.95,0.9
PAN,DTP3,0.7,0.72,0.6,0.85,0.66,0.73,0.71,0.73,0.71,0.7,0.86,0.82,0.76,0.82,0.83,0.86,0.92,0.95,0.98,0.92,0.98,0.99,0.99,0.98,0.99,0.88,0.99,0.85,0.86,0.85,0.94,0.87,0.85,0.8,0.8,0.73
PNG,DTP3,0.32,0.32,0.29,0.27,0.34,0.43,0.44,0.44,0.48,0.53,0.68,0.68,0.58,0.58,0.61,0.62,0.56,0.45,0.6,0.6,0.59,0.55,0.61,0.68,0.62,0.61,0.75,0.6,0.52,0.64,0.7,0.61,0.63,0.68,0.62,0.62
PRY,DTP3,0.17,0.28,0.34,0.44,0.67,0.57,0.53,0.58,0.56,0.61,0.8,0.8,0.87,0.78,0.81,0.8,0.8,0.82,0.81,0.77,0.8,0.89,0.87,0.86,0.88,0.87,0.85,0.78,0.76,0.72,0.76,0.76,0.74,0.73,0.74,0.8
PER,DTP3,0.16,0.2,0.23,0.23,0.28,0.48,0.5,0.43,0.61,0.58,0.72,0.71,0.83,0.87,0.87,0.95,0.99,0.98,0.98,0.99,0.98,0.9,0.95,0.94,0.91,0.89,0.94,0.99,0.99,0.92,0.93,0.91,0.95,0.88,0.88,0.9
PHL,DTP3,0.47,0.54,0.54,0.55,0.36,0.59,0.53,0.72,0.79,0.86,0.88,0.9,0.92,0.89,0.88,0.83,0.9,0.9,0.87,,0.79,0.79,0.79,0.84,0.88,0.89,0.88,0.87,0.91,0.87,0.79,0.87,0.88,0.89,0.96,0.6
POL,DTP3,0.96,0.96,0.95,0.95,0.95,0.94,0.95,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98
PRT,DTP3,0.73,0.75,0.78,0.79,0.78,0.72,0.81,0.83,0.81,0.88,0.89,0.96,0.94,0.93,0.97,0.93,0.95,0.94,0.97,,0.96,,0.94,0.99,0.95,0.93,0.97,0.97,0.97,0.96,0.98,0.97,0.98,0.98,0.98,0.98
QAT,DTP3,0.61,0.43,0.37,0.49,0.6,0.71,0.72,0.72,0.69,0.81,0.82,0.86,0.88,0.9,0.91,0.92,0.92,0.92,0.94,0.92,0.8,0.93,0.96,0.92,0.96,0.97,0.96,0.94,,0.99,0.97,0.93,0.92,0.99,0.89,0.99
KOR,DTP3,0.7,0.61,0.61,0.69,0.76,0.76,0.76,0.57,0.58,0.89,0.74,,,,0.93,0.99,,0.8,0.74,,0.97,0.59,0.97,0.97,0.88,0.96,0.98,0.91,0.94,0.94,0.94,0.99,0.99,0.99,0.99,0.98
MDA,DTP3,,,,,,,,,,,,0.86,0.84,0.7,0.86,0.96,0.97,0.97,0.97,0.97,0.95,0.97,0.97,0.98,0.98,0.98,0.97,0.92,0.9,0.94,0.9,0.93,0.92,0.9,0.9,0.87
ROU,DTP3,,,,,,0.95,0.89,0.92,0.96,0.96,0.96,0.98,0.98,0.91,0.98,0.98,0.98,0.97,,0.97,0.99,0.99,,0.97,,,0.97,,,,0.94,,,,0.94,0.89
RUS,DTP3,,,,,,,0.6,0.58,0.5,0.6,0.69,0.69,0.73,0.79,0.88,0.78,0.84,0.88,0.91,0.95,0.96,0.96,0.97,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.97,0.97
RWA,DTP3,,0.17,,0.59,,0.5,0.77,0.79,0.78,0.68,0.57,0.89,0.85,0.83,,0.9,0.98,0.77,,0.85,0.9,0.77,0.88,0.96,0.89,0.95,0.99,0.97,0.97,0.97,0.97,0.97,0.99,0.99,0.98,0.99
KNA,DTP3,0.56,0.67,0.92,0.9,0.97,0.92,0.99,0.96,0.94,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.97,0.99,0.96,0.99,0.99,0.99,0.99,0.99,0.96,0.98,0.99,0.97,0.98,0.94
LCA,DTP3,0.56,0.64,0.79,0.81,0.83,0.87,0.78,0.85,0.78,0.92,0.89,0.96,0.96,0.97,0.93,0.98,0.88,0.98,0.88,0.89,0.7,0.95,0.88,0.9,0.91,0.95,0.85,0.99,0.96,0.95,0.97,0.99,0.98,0.99,0.99,0.99
VCT,DTP3,0.26,0.32,0.67,0.8,0.86,0.9,0.95,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.96,0.99,0.98,0.99
WSM,DTP3,0.29,0.66,0.87,0.89,0.96,0.89,0.94,0.93,0.9,0.66,0.9,0.79,0.91,,0.93,0.94,0.95,0.96,0.99,0.98,0.99,0.93,0.96,,0.68,0.64,0.56,0.71,0.46,0.72,0.87,0.91,0.92,0.95,0.91,0.94
SMR,DTP3,,,,0.99,,,,,,,,0.99,0.99,0.99,0.88,0.99,0.99,,,0.99,0.96,,,0.96,0.98,0.95,0.95,0.92,0.87,0.92,0.79,0.86,0.96,0.69,0.8,0.76
STP,DTP3,,0.42,,0.26,0.49,0.48,0.65,0.72,0.77,0.63,0.92,0.87,0.68,0.6,,0.79,0.68,0.73,0.73,,0.82,0.92,0.91,0.94,0.99,0.97,0.99,0.97,0.99,0.98,0.98,0.96,0.96,0.97,0.95,0.96
SAU,DTP3,0.41,0.53,0.62,0.67,0.76,0.81,0.86,0.89,0.89,0.96,0.92,0.91,0.91,0.94,0.95,0.96,0.93,0.92,0.94,0.93,0.95,0.97,0.95,0.95,0.96,0.96,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
SEN,DTP3,,,,,,0.54,,,0.59,0.71,0.66,0.51,0.46,0.52,0.57,0.8,0.7,0.59,0.59,0.6,0.52,0.52,0.6,0.73,0.87,0.84,0.89,0.94,0.88,0.86,0.7,0.83,0.83,0.92,0.89,0.89
SRB,DTP3,,0.9,,0.85,0.89,0.89,0.9,0.9,0.91,0.9,0.84,0.79,0.84,0.85,0.85,0.89,0.91,0.94,,0.92,0.95,0.93,0.95,0.89,0.88,0.98,0.92,0.94,0.95,0.95,0.91,0.94,0.91,0.95,0.93,0.95
SYC,DTP3,,0.13,,,0.95,0.86,0.94,0.89,0.97,,0.99,,0.96,,0.96,0.98,0.99,0.98,0.99,0.99,,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.97
SLE,DTP3,0.13,0.15,0.1,0.24,0.21,,,,0.22,,0.83,0.56,0.64,0.63,0.41,0.43,0.65,0.26,0.56,,0.24,0.38,0.52,0.7,0.61,0.64,0.95,0.79,0.87,0.91,0.76,0.76,0.91,0.92,0.83,0.86
SGP,DTP3,0.84,0.87,0.83,0.84,0.77,0.78,0.91,0.96,0.9,0.9,0.85,0.91,0.89,0.92,0.95,0.98,0.97,0.98,0.97,0.97,0.98,0.96,0.94,0.96,0.95,0.96,0.95,0.96,0.97,0.97,0.97,0.96,0.97,0.97,0.96,0.96
SVK,DTP3,,,,,,,,,,,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.97,0.96
SVN,DTP3,,,,,,,,,,,,0.98,0.98,0.98,0.98,0.98,0.98,0.94,0.91,0.92,0.91,0.92,0.93,0.95,0.94,0.95,0.97,0.97,0.97,0.96,0.96,0.96,0.96,0.95,0.95,0.95
SLB,DTP3,0.46,0.35,0.23,0.27,0.45,0.38,0.42,0.66,0.69,0.67,0.77,0.76,,0.65,0.68,0.69,0.97,0.72,0.69,0.86,,0.78,0.71,0.73,0.8,0.78,0.91,0.79,0.78,0.81,0.79,0.88,0.9,0.83,0.77,0.87
SOM,DTP3,0.09,0.02,0.04,0.05,0.1,0.22,0.17,0.25,0.26,0.18,,,,,,,,0.19,0.24,0.18,0.33,0.33,0.4,0.4,0.3,0.35,0.26,0.4,0.42,0.51,0.64,0.6,0.61,0.34,0.65,0.44
ZAF,DTP3,,,,0.74,0.75,0.75,0.7,0.72,0.7,0.87,0.74,0.81,0.79,0.81,,0.72,0.73,0.73,0.76,0.76,0.96,0.81,0.82,0.94,0.71,0.97,0.99,0.97,0.98,0.99,0.91,0.87,0.83,0.91,0.95,0.93
SSD,DTP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.5,0.43,0.46,0.68,0.56,0.58,0.5
ESP,DTP3,,,,,0.95,0.79,0.88,0.77,0.93,0.93,0.86,0.86,0.84,0.87,0.88,0.9,0.9,0.94,0.95,0.95,0.95,0.96,0.98,0.98,0.97,0.96,0.98,0.96,0.97,0.96,0.97,0.97,0.97,0.96,0.97,0.97
LKA,DTP3,0.46,0.45,0.57,0.64,0.66,0.7,0.75,0.77,0.83,0.87,0.86,0.86,0.88,0.9,0.88,0.93,0.92,0.97,0.94,0.99,0.99,0.99,0.98,0.99,0.97,0.99,0.98,0.98,0.98,0.97,0.99,0.99,0.99,0.99,0.99,0.99
SDN,DTP3,0.01,0.01,0.02,0.03,0.04,0.08,0.14,0.27,0.4,0.4,0.62,0.63,0.53,0.51,0.69,0.72,0.79,0.78,0.7,0.79,0.65,0.71,0.64,0.74,0.79,0.83,0.85,0.91,0.93,0.91,0.95,0.93,0.92,0.93,0.94,0.93
SUR,DTP3,0.25,0.27,0.61,0.85,0.8,0.84,0.8,0.71,0.64,0.72,0.83,0.75,0.74,0.76,0.74,0.84,0.85,0.81,0.9,0.85,0.71,0.68,0.73,0.75,0.85,0.83,0.84,0.84,0.85,0.87,0.96,0.86,0.84,0.87,0.85,0.89
SWZ,DTP3,,0.3,,0.43,0.5,0.61,0.74,0.86,0.89,0.89,0.89,0.79,0.93,0.89,0.96,0.82,0.82,0.82,0.84,0.99,0.98,0.77,0.77,0.95,0.83,0.71,0.68,0.68,0.8,0.72,0.89,0.91,0.95,0.98,0.98,0.9
SWE,DTP3,,0.99,,,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
CHE,DTP3,,,,,,,0.9,,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.88,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.97
SYR,DTP3,0.13,0.14,0.15,0.21,0.25,0.29,0.86,0.42,0.59,0.94,0.91,0.89,0.89,0.9,0.89,0.92,0.96,0.95,0.97,0.97,0.97,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.91,0.64,0.6,0.62,0.6
TJK,DTP3,,,,,,0.82,0.89,0.87,0.88,0.88,0.86,0.81,0.86,0.78,0.95,0.94,0.89,0.95,0.93,0.96,0.96,0.97,0.97,0.96,0.96,0.95,0.96,0.86,0.86,0.93,0.93,0.96,0.94,0.96,0.97,0.96
THA,DTP3,0.49,0.52,0.25,0.53,0.44,0.47,0.47,0.75,0.7,0.74,0.85,0.86,0.85,0.79,0.71,0.94,0.96,0.95,,0.97,0.97,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
MKD,DTP3,,,,,,,,,,,,0.93,0.85,0.9,0.88,0.95,0.93,0.97,0.94,0.95,0.95,0.91,0.96,0.96,0.94,0.97,0.93,0.95,0.95,0.96,0.95,0.96,0.95,0.98,0.95,0.91
TLS,DTP3,,,,,,,,,,,,,,,,,,,,,,,0.57,0.7,0.57,0.55,0.63,0.7,0.79,0.72,0.72,0.67,0.83,0.82,0.77,0.9
TGO,DTP3,,,,,,,,0.54,0.66,0.65,0.77,0.82,0.76,0.75,0.71,0.47,0.27,0.4,0.36,0.48,0.5,0.43,0.59,0.72,0.71,0.82,0.87,0.88,0.89,0.89,0.92,0.92,0.84,0.84,0.87,0.88
TON,DTP3,0.4,0.37,0.52,0.63,0.51,0.92,0.75,0.99,0.92,,0.94,0.88,0.99,0.96,0.89,0.95,0.99,0.96,0.97,0.94,0.95,0.94,0.9,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.95,0.99,0.99,0.99
TTO,DTP3,0.26,0.62,0.54,0.6,0.65,0.75,0.7,0.79,0.82,0.77,0.82,0.82,0.87,0.81,0.85,0.89,0.89,0.9,0.91,0.9,0.9,0.91,0.96,0.91,0.94,0.95,0.92,0.88,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.96
TUN,DTP3,0.36,0.36,0.52,0.62,0.61,0.7,0.72,0.75,0.91,0.92,0.91,0.93,0.99,0.99,0.91,0.92,0.91,0.96,0.96,0.99,0.97,0.98,0.96,0.95,0.97,0.98,0.99,0.98,0.99,0.99,0.98,0.98,0.97,0.98,0.98,0.98
TUR,DTP3,0.42,0.64,0.58,0.56,,,0.45,0.71,0.68,0.74,0.74,0.81,0.78,0.76,0.81,0.66,0.84,0.79,0.81,0.79,0.85,0.88,0.78,0.68,0.85,0.9,0.9,0.96,0.96,0.96,0.97,0.97,0.97,0.98,0.96,0.97
TKM,DTP3,,,,,,,,,,,0.79,0.81,0.84,0.73,0.9,0.93,0.97,0.98,0.99,0.98,0.97,0.95,0.98,0.83,0.97,0.99,0.98,0.98,0.96,0.97,0.96,0.97,0.97,0.98,0.98,0.99
TUV,DTP3,0.36,0.49,0.72,0.79,0.37,0.52,0.73,0.59,0.89,0.85,0.99,0.74,0.7,0.8,0.99,0.87,0.97,0.77,0.94,0.83,0.82,0.96,0.98,0.93,0.98,0.93,0.97,0.97,0.99,0.88,0.89,0.96,0.97,0.9,0.89,0.96
UGA,DTP3,,0.09,,0.14,,0.14,0.21,0.39,0.4,0.6,0.77,0.77,0.71,0.73,0.79,0.74,0.72,0.61,0.56,0.6,0.58,0.61,0.72,0.81,0.87,0.84,0.8,0.85,0.79,0.83,0.8,0.82,0.78,0.97,0.99,0.89
UKR,DTP3,,0.53,0.45,0.43,,,0.42,,0.78,0.79,0.79,0.85,0.88,0.93,0.97,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.97,0.99,0.96,0.98,0.98,0.9,,0.52,0.5,0.76,,,0.23
ARE,DTP3,0.11,0.45,0.43,0.5,0.59,0.58,0.65,0.63,0.73,0.89,,0.85,0.86,0.9,0.9,0.9,0.9,0.92,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.92,0.92,0.92,,0.94,,0.99,0.99,0.99,0.99
GBR,DTP3,,0.44,0.49,0.57,0.6,,0.67,0.7,0.73,0.78,0.85,0.92,0.94,0.94,0.94,0.93,0.96,0.92,0.91,0.92,0.91,0.91,0.91,0.91,0.92,0.91,0.92,0.92,0.92,0.93,0.94,0.95,0.95,0.95,0.95,0.96
TZA,DTP3,0.59,0.55,0.5,0.52,0.58,0.67,0.74,0.79,0.85,0.77,0.78,0.81,0.83,0.83,0.84,0.81,0.82,0.79,0.79,0.76,0.79,0.87,0.89,0.95,0.95,0.9,0.9,0.83,0.86,0.85,0.91,0.92,0.92,0.91,0.97,0.98
USA,DTP3,0.96,0.96,0.96,0.97,0.97,0.96,0.97,0.97,0.97,,,0.69,0.83,0.88,0.94,0.95,0.95,0.96,0.96,0.96,0.94,0.94,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.96,0.94,0.94,0.95,0.95
URY,DTP3,0.53,0.57,0.67,0.73,0.62,0.63,0.68,0.85,0.82,0.88,0.97,0.96,0.93,0.92,0.91,0.91,0.91,0.91,0.91,0.93,0.9,0.94,0.95,0.91,0.94,0.96,0.95,0.94,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95
UZB,DTP3,,,,,,,,,,,0.79,0.9,0.9,0.45,0.67,0.87,0.95,0.96,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.96,0.96,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99
VUT,DTP3,,,0.22,0.27,0.28,0.3,0.31,0.56,0.58,0.61,0.76,0.83,0.77,0.86,0.74,0.73,0.67,0.72,0.93,0.9,0.9,0.93,,0.49,,0.66,0.85,0.76,,0.82,0.93,0.92,0.95,0.75,0.86,0.8
VEN,DTP3,0.56,0.54,0.53,0.58,0.33,0.49,0.58,0.57,0.56,0.57,0.63,0.64,0.67,0.67,0.63,0.68,0.57,0.6,0.39,0.76,0.77,0.7,0.65,0.68,0.86,0.87,0.71,0.62,0.5,0.84,0.78,0.78,0.81,0.82,0.78,0.87
VNM,DTP3,,,,0.04,0.05,0.42,0.43,0.5,0.7,0.88,0.88,0.88,0.88,0.91,0.94,0.93,0.94,0.95,0.94,0.93,0.96,0.96,0.75,0.99,0.96,0.95,0.94,0.92,0.93,0.96,0.93,0.95,0.97,0.59,0.95,0.97
YEM,DTP3,0.01,0.03,0.04,0.05,0.07,0.12,0.13,0.18,0.36,0.56,0.89,0.62,0.51,0.54,0.47,0.53,0.57,0.51,0.68,0.72,0.76,0.76,0.69,0.66,0.78,0.85,0.85,0.87,0.87,0.86,0.87,0.81,0.82,0.88,0.88,0.84
ZMB,DTP3,,,,0.83,0.58,,0.66,0.65,0.63,0.58,0.71,0.91,0.61,0.67,0.86,0.82,0.83,0.7,,0.92,0.76,,0.88,0.91,0.94,0.91,0.97,0.92,0.95,0.98,0.84,0.81,0.78,0.79,0.86,0.9
ZWE,DTP3,,0.39,,0.3,0.6,0.72,0.75,0.84,0.81,0.83,0.78,0.89,0.79,0.73,0.8,0.83,0.8,0.78,0.7,0.81,0.77,0.75,0.75,0.8,0.85,0.9,0.9,0.85,0.75,0.73,0.89,0.93,0.95,0.95,0.91,0.96
AFG,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
ALB,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,0.98,
DZA,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.95
AND,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.95
ATG,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
ARG,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.74
ARM,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.94
AUS,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
AUT,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,
AZE,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.97
BHS,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.91
BHR,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98
BRB,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
BLR,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.98
BEL,DTP4,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.89,0.91,0.93,0.93,0.94,0.93,0.93,0.93,0.92,0.92,0.92,0.93
BLZ,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.86
BOL,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.58
BIH,DTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.72
